customerID,gender,SeniorCitizen,SeniorCitizen_trans,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,monthlycharges_bin,TotalCharges,Churn,Churn_flag
6510-UPNKS,Female,0,young,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.8,21-40,615.35,No,0
6718-BDGHG,Female,0,young,Yes,No,43,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),64.85,61-80,2908.2,No,0
9046-DQMTP,Male,0,young,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.75,21-40,739.9,No,0
6439-LAJXL,Male,0,young,Yes,No,9,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.95,61-80,593.85,No,0
1571-SAVHK,Male,0,young,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.95,81-100,1132.75,Yes,1
9052-VKDUW,Female,1,senior,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.4,101-120,7227.45,No,0
9546-CQJSU,Female,0,young,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.4,81-100,193.6,Yes,1
1666-JZPZT,Male,0,young,No,No,27,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49,41-60,1291.35,No,0
5777-KJIRB,Female,0,young,No,No,40,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,50.25,41-60,2023.55,No,0
0506-LVNGN,Female,1,senior,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.55,61-80,349.65,Yes,1
7677-SJJJK,Male,0,young,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,0-20,153.95,No,0
2480-EJWYP,Female,1,senior,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.8,81-100,5458.8,No,0
3253-HKOKL,Female,0,young,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.3,101-120,5244.45,No,0
7055-HNEOJ,Male,0,young,Yes,No,3,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,55.8,41-60,154.55,No,0
5514-YQENT,Male,0,young,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.15,101-120,4507.15,No,0
3211-AAPKX,Male,0,young,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,98.55,81-100,2031.95,No,0
8445-DNBAE,Male,0,young,No,Yes,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.05,41-60,50.05,No,0
2951-QOQTK,Male,0,young,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.8,81-100,332.45,Yes,1
2958-NHPPS,Male,0,young,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.85,21-40,473.9,No,0
6806-YDEUL,Female,1,senior,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,0-20,106.8,No,0
1735-XMJVH,Male,0,young,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.35,0-20,152.6,No,0
6890-PFRQX,Male,0,young,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,69.5,61-80,1199.4,No,0
0222-CNVPT,Male,1,senior,No,No,52,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.8,41-60,2555.05,No,0
5899-OUVKV,Male,0,young,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,81-100,2979.2,No,0
8681-ICONS,Male,0,young,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.65,21-40,654.85,No,0
1621-YNCJH,Female,0,young,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),106.05,101-120,3834.4,No,0
3473-XIIIT,Female,0,young,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100,81-100,1534.75,Yes,1
6362-QHAFM,Male,0,young,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.3,101-120,4586.15,No,0
7893-IXHRQ,Male,0,young,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.55,21-40,20.55,Yes,1
3070-BDOQC,Female,0,young,No,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.65,81-100,5941.05,No,0
2952-QAYZF,Male,0,young,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.3,81-100,424.15,Yes,1
6234-PFPXL,Male,0,young,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),95.9,81-100,2234.95,No,0
9824-QCJPK,Male,0,young,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20,0-20,666.75,No,0
4763-PGDPO,Female,0,young,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,61-80,281,Yes,1
4283-IVYCI,Male,0,young,No,No,9,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,64.95,61-80,547.8,No,0
1866-OBPNR,Male,0,young,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.6,61-80,74.6,No,0
8205-MQUGY,Male,0,young,Yes,Yes,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.2,41-60,571.15,No,0
8970-ANWXO,Female,0,young,No,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,73.75,61-80,1756.6,No,0
9480-BQJEI,Male,0,young,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),92.3,81-100,5731.45,No,0
5394-SVGJV,Male,0,young,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.8,81-100,3475.55,Yes,1
6979-TNDEU,Female,0,young,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,0-20,156.85,No,0
9777-WJJPR,Male,0,young,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),88.65,81-100,2683.2,No,0
9283-LZQOH,Male,0,young,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.4,61-80,896.75,Yes,1
7079-QRCBC,Female,0,young,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,81-100,2407.3,Yes,1
9495-SKLKD,Male,0,young,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.95,81-100,4456.65,No,0
6048-UWKAL,Female,1,senior,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),105.4,101-120,6998.95,No,0
5067-DGXLL,Male,0,young,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,21-40,36.8,No,0
5469-CTCWN,Male,0,young,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,106,101-120,6547.7,Yes,1
9851-QXEEQ,Male,0,young,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.7,101-120,4346.4,Yes,1
6281-FKEWS,Female,0,young,No,No,44,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,49.05,41-60,2265,No,0
8898-KASCD,Male,0,young,No,No,39,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,35.55,21-40,1309.15,No,0
9242-TKFSV,Male,0,young,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.1,61-80,4754.3,No,0
9290-SHCMB,Female,1,senior,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.85,81-100,1235.55,No,0
0743-HNPFG,Female,0,young,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),69.75,61-80,3562.5,No,0
2277-BKJKN,Female,1,senior,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.2,81-100,7213.75,No,0
9809-IMGCQ,Male,1,senior,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.7,81-100,2082.95,Yes,1
5208-HFSBT,Female,0,young,No,No,2,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.05,41-60,102.75,Yes,1
5035-PGZXH,Female,0,young,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.8,101-120,5914.4,No,0
8695-WDYEA,Male,0,young,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.25,41-60,51.25,No,0
6543-JXSOO,Female,0,young,Yes,Yes,23,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,57.75,41-60,1282.85,No,0
8016-ZMGMO,Female,1,senior,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.85,61-80,4738.85,No,0
8605-ITULD,Female,0,young,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,0-20,19.55,No,0
3254-YRILK,Male,1,senior,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.2,81-100,1775.8,Yes,1
6416-YJTTB,Male,0,young,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.5,61-80,795.65,No,0
2667-WYLWJ,Female,0,young,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.75,0-20,145,Yes,1
4472-VESGY,Female,0,young,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),98.15,81-100,4993.4,No,0
3195-TQDZX,Male,0,young,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.25,21-40,61.45,No,0
3128-YOVTD,Female,0,young,Yes,Yes,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.15,61-80,4018.55,No,0
0529-ONKER,Male,1,senior,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.65,61-80,1146.65,Yes,1
1728-CXQBE,Male,1,senior,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,81-100,6081.4,No,0
7041-TXQJH,Female,0,young,No,No,37,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.2,41-60,1478.85,No,0
5014-GSOUQ,Male,0,young,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,0-20,243.65,No,0
5724-BIDBU,Male,0,young,Yes,No,49,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,55.35,41-60,2633.95,No,0
0481-SUMCB,Female,1,senior,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.15,101-120,4735.35,No,0
1769-GRUIK,Female,0,young,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.1,61-80,1247.75,No,0
5240-IJOQT,Male,1,senior,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,61-80,74.7,Yes,1
8819-WFGGJ,Male,0,young,Yes,No,68,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),54.1,41-60,3794.5,No,0
7427-AUFPY,Male,0,young,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,0-20,1008.7,No,0
2811-POVEX,Female,1,senior,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.45,81-100,2130.55,No,0
1092-GANHU,Male,0,young,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.65,61-80,1313.55,Yes,1
7898-PDWQE,Male,0,young,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),80.4,81-100,5727.15,No,0
9972-EWRJS,Female,0,young,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.25,0-20,1372.9,No,0
9314-IJWSQ,Female,0,young,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.8,81-100,1203.9,No,0
0661-XEYAN,Female,1,senior,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.8,21-40,25.8,Yes,1
5799-JRCZO,Female,0,young,No,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,0-20,1215.1,No,0
1921-KYSAY,Female,0,young,No,No,41,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,68.6,61-80,2877.05,No,0
6198-RTPMF,Female,0,young,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,92.6,81-100,1579.7,No,0
2924-KHUVI,Male,0,young,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.55,101-120,5514.95,No,0
1925-GMVBW,Female,0,young,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.55,21-40,96.1,No,0
7881-EVUAD,Female,0,young,No,No,2,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.6,41-60,72.4,Yes,1
6184-DYUOB,Female,0,young,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,0-20,55.25,No,0
9207-ZPANB,Male,0,young,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,67.45,61-80,2443.3,No,0
5766-XQXMQ,Female,0,young,No,No,29,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.85,61-80,1970.5,Yes,1
9327-QSDED,Male,0,young,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.55,41-60,335.4,No,0
1656-DRSMG,Female,0,young,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.85,101-120,7002.95,No,0
3012-VFFMN,Female,0,young,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,21-40,158.95,No,0
2984-AFWNC,Female,0,young,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.4,81-100,293.15,No,0
0640-YJTPY,Male,0,young,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21,21-40,1493.75,No,0
8096-LOIST,Female,0,young,No,No,19,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.2,41-60,1093.4,No,0
9764-REAFF,Female,0,young,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.4,0-20,1057.85,No,0
3703-VAVCL,Male,0,young,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),90,81-100,190.05,Yes,1
7107-UBYKY,Female,0,young,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.75,21-40,882.55,No,0
4881-GQJTW,Male,0,young,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.6,0-20,300.4,No,0
8519-QJGJD,Female,0,young,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.35,61-80,1025.95,Yes,1
7876-DNYAP,Female,0,young,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,0-20,1436.95,No,0
7905-NJMXS,Male,1,senior,Yes,No,7,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,64.2,61-80,475,No,0
2882-WDTBA,Male,0,young,Yes,Yes,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.75,61-80,5388.15,No,0
2091-GPPIQ,Female,0,young,Yes,Yes,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,78.95,61-80,5730.15,No,0
6326-MTTXK,Male,0,young,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,101-120,819.55,Yes,1
5071-FBJFS,Female,0,young,Yes,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,50.3,41-60,217.1,No,0
2796-UUZZO,Male,0,young,Yes,Yes,63,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.3,81-100,4896.35,No,0
2429-AYKKO,Male,0,young,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,0-20,1434.1,No,0
9798-OPFEM,Female,0,young,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.1,21-40,937.1,No,0
0330-IVZHA,Female,0,young,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,61-80,330.15,Yes,1
3794-NFNCH,Male,0,young,Yes,No,30,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50,41-60,1474.9,No,0
5193-QLVZB,Male,0,young,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.75,101-120,6536.5,No,0
7114-AEOZE,Female,0,young,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,0-20,1128.1,No,0
2886-KEFUM,Female,0,young,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.5,101-120,6873.75,Yes,1
5522-NYKPB,Male,0,young,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.9,81-100,2199.05,No,0
4237-RLAQD,Male,0,young,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,41-60,45.85,Yes,1
9957-YODKZ,Male,1,senior,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.8,81-100,457.1,No,0
6518-KZXCB,Male,0,young,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,21-40,566.5,No,0
2245-ADZFJ,Female,0,young,Yes,Yes,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.55,81-100,2471.6,No,0
7776-QGYJC,Female,0,young,Yes,Yes,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),81.5,81-100,3107.3,No,0
9313-QOLTZ,Male,0,young,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,21-40,518.3,No,0
9651-GTSAQ,Female,0,young,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,101-120,5769.75,Yes,1
3186-BAXNB,Female,0,young,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.7,81-100,91.7,Yes,1
4672-FOTSD,Male,0,young,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,67.25,61-80,832.3,No,0
0637-YLETY,Female,0,young,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.6,81-100,1555.65,Yes,1
9818-XQCUV,Female,0,young,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,21-40,45.3,No,0
7338-ERIVA,Male,0,young,No,Yes,39,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),45.05,41-60,1790.6,No,0
1157-BQCUW,Male,0,young,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,61-80,74.95,Yes,1
8259-NFJTV,Female,0,young,Yes,Yes,7,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,34.65,21-40,246.6,No,0
3223-DWFIO,Male,1,senior,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.35,61-80,261.65,No,0
2660-EMUBI,Male,1,senior,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,81-100,898.35,Yes,1
6968-GMKPR,Female,0,young,No,No,55,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.55,81-100,4509.5,No,0
4751-ERMAN,Male,0,young,Yes,Yes,72,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.4,61-80,5480.25,No,0
1436-ZMJAN,Female,0,young,Yes,No,10,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.8,61-80,653.15,No,0
3292-PBZEJ,Male,1,senior,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.4,101-120,1183.05,No,0
0799-DDIHE,Female,0,young,Yes,Yes,15,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.3,41-60,639.45,No,0
3070-FNFZQ,Female,0,young,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,21-40,478.75,No,0
2812-SFXMJ,Male,0,young,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,21-40,20.05,No,0
7675-OZCZG,Female,1,senior,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45,41-60,127.1,Yes,1
5014-WUQMG,Male,0,young,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,96.1,81-100,4391.45,No,0
5312-TSZVC,Female,0,young,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,0-20,270.6,No,0
2003-CKLOR,Male,0,young,No,No,66,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.5,81-100,6710.5,Yes,1
0993-OSGPT,Female,1,senior,Yes,No,68,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),60.65,61-80,3975.9,No,0
9254-RBFON,Female,0,young,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),98.6,81-100,1704.95,Yes,1
1205-WNWPJ,Female,0,young,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.5,41-60,415.95,Yes,1
9391-EOYLI,Male,1,senior,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.45,81-100,950.2,Yes,1
7108-DGVUU,Female,1,senior,Yes,No,21,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),71.7,61-80,1497.05,No,0
2782-JEEBU,Male,0,young,No,No,21,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36,21-40,780.15,No,0
5127-BZENZ,Female,0,young,Yes,Yes,56,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),65.2,61-80,3512.15,No,0
2720-FVBQP,Female,0,young,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.95,41-60,273.25,No,0
9906-NHHVC,Female,1,senior,No,No,65,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),53.5,41-60,3517.9,No,0
